Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
Adaptive Partitioning for Coordinated Multi-agent Perimeter Defense,D. G. Macharet; A. K. Chen; D. Shishika; G. J. Pappas; V. Kumar,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341417,NO,"In this work, we focus on the following two aspects: (i) estimating the probability density that describes the direction from which the next intruders are going to arrive, and (ii) partitioning of the space so that the defenders focus on capturing a disjoint subset of intruders. Results show that the proposed strategy increases the number of captures over a naive baseline strategy, especially in scenarios with non-uniform spatial distributions of intruder arrival."
Deep Predictive Autonomous Driving Using Multi-Agent Joint Trajectory Prediction and Traffic Rules,K. Cho; T. Ha; G. Lee; S. Oh,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967708,NO,"A rule is represented as a signal temporal logic (STL) formula, and a robustness slackness, a margin to the satisfaction of the rule, is predicted for the both autonomous and other vehicle, in addition to future trajectories. It is observed that not all rules have equivalent values, and the priority of the rules may change depending on the situation or the driver's driving style."
A Scalable Distributed Collision Avoidance Scheme for Multi-agent UAV systems,B. Lindqvist; P. Sopasakis; G. Nikolakopoulos,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636293,NO,"Our control scheme operates at a low level and commands roll, pitch and thrust signals at a high frequency, each agent broadcasts its predicted trajectory to the other ones, and we propose an obstacle prioritization scheme based on the shared trajectories to allow up-scaling of the system. In this article we propose a distributed collision avoidance scheme for multi-agent unmanned aerial vehicles (UAVs) based on nonlinear model predictive control (NMPC), where other agents in the system are considered as dynamic obstacles with respect to the ego agent."
V-RVO: Decentralized Multi-Agent Collision Avoidance using Voronoi Diagrams and Reciprocal Velocity Obstacles,S. H. Arul; D. Manocha,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636618,NO,"The Voronoi cells are superimposed with RVO cones to compute a suitable direction for each agent, and we use that direction to compute a local collision-free path. Our approach can also satisfy double-integrator dynamics, and we use the properties of the BVC to formulate a simple, decentralized deadlock resolution strategy."
Multi-Agent Image Classification via Reinforcement Learning,H. K. Mousavi; M. Nazari; M. Takáč; N. Motee,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968129,NO,"We propose a network architecture on how agents should form a local belief, take local actions, and extract relevant features from their raw partial observations. It is shown how reinforcement learning techniques can be utilized to achieve decentralized implementation of the classification problem by running a decentralized consensus protocol."
Multi-Goal Multi-Agent Pickup and Delivery,Q. Xu; J. Li; S. Koenig; H. Ma,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981785,NO,"We propose two variants of an algorithm that assigns a sequence of tasks to each agent using the anytime algorithm Large Neighborhood Search (LNS) and plans paths using the Multi-Agent Path Finding (MAPF) algorithm Priority-Based Search (PBS). LNS-PBS and LNS-wPBS also apply to a more general variant of MAPD, namely the Multi-Goal MAPD (MG-MAPD) problem, where tasks can have different numbers of goal locations."
Infusing Reachability-Based Safety into Planning and Control for Multi-agent Interactions,X. Wang; K. Leung; M. Pavone,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341499,NO,"We demonstrate the benefits of our proposed approach in a multi-agent highway scenario where a robot car is rewarded to navigate through traffic as fast as possible, and we show that our approach provides strong safety assurances yet achieves the highest performance compared to other safety controllers. To achieve this, we use Hamilton-Jacobi (HJ) reachability theory at the planning level to provide the robot planner with the foresight to avoid entering regions with possible inevitable collision."
Multi-Agent Planning for Coordinated Robotic Weed Killing,W. McAllister; D. Osipychev; G. Chowdhary; A. Davis,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593429,NO,"Furthermore, the use of coordination between agents is demonstrated to strongly improve system performance as the number of agents increases, enabling the system to eliminate all the weeds in the field, as in the case of full environmental information, when the planner without coordination failed to do so. In this work, experiments are conducted to determine the required number of agents and their required transit speed, for given initial seed bank densities and varying allowed days before the start of the weeding process."
Overcoming Obstructions via Bandwidth-Limited Multi-Agent Spatial Handshaking,N. Glaser; Y. -C. Liu; J. Tian; Z. Kira,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636761,NO,"We demonstrate superior performance of our model compared against several baselines in a photo-realistic multi-robot AirSim environment, especially in the presence of image occlusions. As such, we propose an end-to-end learn-able Multi-Agent Spatial Handshaking network (MASH) to process, compress, and propagate visual information across a robotic swarm."
Cooperative Assistance in Robotic Surgery through Multi-Agent Reinforcement Learning,P. M. Scheikl; B. Gyenes; T. Davitashvili; R. Younis; A. Schulze; B. P. Müller-Stich; G. Neumann; M. Wagner; F. Mathis-Ullrich,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636193,NO,"Compared to human teams, the hybrid teams with artificial agents perform better considering completion time (44.4% to 71.2% shorter) as well as number of collisions (44.7% to 98.0% fewer). A multi-agent formulation of the learning problem was favored over a single-agent formulation on this surgical sub task, due to the sequential learning of the two instruments."
Multi-Agent Relative Pose Estimation with UWB and Constrained Communications,A. Fishberg; J. P. How,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982005,NO,"By modeling observed ranging biases and systematic antenna obstructions in our proposed optimization solution, our experimental results demonstrate an improved mean position error (while remaining competitive in other metrics) over a similar state-of-the-art approach that additionally relies on continuously transmitted odometry. Prior work typically supplements noisy UWB range measurements with additional continuously transmitted data, such as odometry, making these approaches scale poorly with increased swarm size or decreased communication throughput."
Loosely Synchronized Search for Multi-agent Path Finding with Asynchronous Actions,Z. Ren; S. Rathinam; H. Choset,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636683,NO,"Among the available MAPF planners for workspace modeled as a graph, A*-based approaches have been widely investigated due to their guarantees on completeness and solution optimality, and have demonstrated their efficiency in many scenarios. Numerical results are presented to corroborate the performance of LSS and the applicability of the proposed method is verified in the Robotarium, a remotely accessible swarm robotics research platform."
An Approach to Reduce Communication for Multi-agent Mapping Applications,M. E. Kepler; D. J. Stilwell,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341117,NO,"In the context of a multi-agent system that uses a Gaussian process to estimate a spatial field of interest, we propose an approach that enables an agent to reduce the amount of data it shares with other agents. The empirical findings show that an agent can reduce the amount of communicated measurements by two orders of magnitude and that the new criterion for subset selection yields superior predictive performance relative to entropy and mutual information."
Scalable Reinforcement Learning Policies for Multi-Agent Control,C. D. Hsu; H. Jeong; G. J. Pappas; P. Chaudhari,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636344,NO,"Entropy-regularized off-policy RL methods are used to train a stochastic policy, and we discuss how it enables a hedging behavior between pursuers that leads to a weak form of cooperation in spite of completely decentralized control execution. Thorough simulation experiments and comparisons to state of the art algorithms are performed to study the scalability of the approach and robustness of performance to varying numbers of agents and targets."
Transferring Multi-Agent Reinforcement Learning Policies for Autonomous Driving using Sim-to-Real,E. Candela; L. Parada; L. Marques; T. -A. Georgescu; Y. Demiris; P. Angeloudis,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981319,NO,"Multi-Agent Reinforcement Learning has arisen as a powerful method to accomplish this task because it considers the interaction between agents and also allows for decentralized training—which makes it highly scalable. For this, we create a multi-agent environment that imitates the dynamics of the Duckietown multi-robot testbed, and train multi-agent policies using the MAPPO algorithm with different levels of domain randomization."
Multi-Agent Safe Planning with Gaussian Processes,Z. Zhu; E. Bıyık; D. Sadigh,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341169,NO,"In this paper, we introduce a novel multi-agent safe learning algorithm that enables decentralized safe navigation when there are multiple different agents in the environment. Multi-agent safe systems have become an increasingly important area of study as we can now easily have multiple AI-powered systems operating together."
Semantic Tracklets: An Object-Centric Representation for Visual Multi-Agent Reinforcement Learning,I. -J. Liu; Z. Ren; R. A. Yeh; A. G. Schwing,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636592,YES,"For this, we explicitly construct an object-centric intermediate representation to characterize the states of an environment, which we refer to as ‘semantic tracklets.’ We evaluate ‘semantic tracklets’ on the visual multi-agent particle environment (VMPE) and on the challenging visual multi-agent GFootball environment. Solving complex real-world tasks, e.g., autonomous fleet control, often involves a coordinated team of multiple agents which learn strategies from visual inputs via reinforcement learning."
Multi-agent Collaborative Learning with Relational Graph Reasoning in Adversarial Environments,S. Wu; T. Qiu; Z. Pu; J. Yi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636636,NO,"The opponent graph reasoning module is creatively designed for the opponents to reason relations from their surrounding objects including the agents and the opponents based on their latent features and then predict the future state of the opponents. A relational graph reasoning module consisting of an agent graph reasoning module and an opponent graph module, is designed to enable each agent to learn mixture state representation to enhance the effectiveness of the policy."
Human-Inspired Multi-Agent Navigation using Knowledge Distillation,P. Xu; I. Karamouzas,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636463,NO,"We show that agents trained with our approach can take human-like trajectories in collision avoidance and goal-directed steering tasks not provided by the demonstrations, outperforming the experts as well as learning-based agents trained without knowledge distillation. Our approach uses knowledge distillation with reinforcement learning to shape the reward function based on expert policies extracted from human trajectory demonstrations through behavior cloning."
Sparse Discrete Communication Learning for Multi-Agent Cooperation Through Backpropagation,B. Freed; R. James; G. Sartoretti; H. Choset,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341079,NO,"In this paper, we propose an approach to learning sparse discrete communication through backpropagation in the context of MARL, in which agents are incentivized to communicate as little as possible while still achieving high reward. Building on top of our prior work on differentiable discrete communication learning, we develop a regularization-inspired message-length penalty term, that encourages agents to send shorter messages and avoid unnecessary communications."
A Distributed Swarm Aggregation Algorithm for Bar Shaped Multi-Agent Systems,R. F. Carpio; L. Di Giulio; E. Garone; G. Ulivi; A. Gasparri,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594236,NO,"Representative examples include: a fleet of robot-teams performing a collaborative object transportation task in an automated logistic setting, or a fleet of autonomous tractors each carrying a large atomizer to spray chemical products for pest and disease control in a precision farming setting. The proposed framework can be used to model several application scenarios ranging from collaborative transportation to precision farming, where each agent may represent either a large robot or a group of robots intent to carry bar-like shaped loads."
"Multi-Modal Multi-Agent Optimization for LIMMS, A Modular Robotics Approach to Delivery Automation",X. Lin; G. I. Fernandez; Y. Liu; T. Zhu; Y. Shirai; D. Hong,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981582,NO,"A single LIMMS unit is a robot that can operate as an arm or leg depending on how and what it is attached to, e.g., a manipulator when it is anchored to walls within a delivery vehicle or a quadruped robot when 4 are attached to a box. The proposed planner is experimented under various scenarios which shows the capability of LIMMS to enter into different modes or combinations of them to achieve their goal of moving shipping boxes."
DARL1N: Distributed multi-Agent Reinforcement Learning with One-hop Neighbors,B. Wang; J. Xie; N. Atanasov,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981441,NO,"This structure enables the key contribution of DARLIN: a distributed training procedure in which each compute node simulates the state transitions of only a small subset of the agents, greatly accelerating the training of large-scale MARL policies. Each agent optimizes its value and policy functions over a one-hop neighborhood, reducing the representation complexity, yet maintaining expressiveness by training with varying numbers and states of neighbors."
Learning Human Rewards by Inferring Their Latent Intelligence Levels in Multi-Agent Games: A Theory-of-Mind Approach with Application to Driving Data,R. Tian; M. Tomizuka; L. Sun,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636653,NO,"In this work, we advocate that humans are bounded rational and have different intelligence levels when reasoning about others’ decision-making process, and such an inherent and latent characteristic should be accounted for in reward learning algorithms. The results show that by reasoning about humans’ latent intelligence levels, the proposed approach has more flexibility and capability to retrieve reward functions that explain humans’ driving behaviors better."
Moving Forward in Formation: A Decentralized Hierarchical Learning Approach to Multi-Agent Moving Together,S. Liu; L. Wen; J. Cui; X. Yang; J. Cao; Y. Liu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636224,NO,"Experiments in simulation show that our method outperforms other end-to-end RL methods and our method can naturally scale to large world sizes where centralized planner struggles. In this paper, we propose a novel decentralized partially observable RL algorithm that uses a hierarchical structure to decompose the multi-objective task into unrelated ones."
Multi-Agent Reinforcement Learning for Visibility-based Persistent Monitoring,J. Chen; A. Baskaran; Z. Zhang; P. Tokekar,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9635898,NO,"We find that MA-G-PPO is able to learn a better policy than the non-RL baseline in most cases, the effectiveness depends on agents sharing information with each other, and the policy learnt shows emergent behavior for the agents. Specifically, we present a Multi-Agent Graph Attention Proximal Policy Optimization (MA-G-PPO) algorithm that takes as input the local observations of all agents combined with a low resolution global map to learn a policy for each agent."
"Coordinated Multi-Agent Exploration, Rendezvous, & Task Allocation in Unknown Environments with Limited Connectivity",L. Bramblett; R. Peddi; N. Bezzo,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981898,NO,"On the contrary, this paper proposes a complete planning framework to enable cooperative behavior without the need for constant communication between robots, demonstrating drastic improvements in task completion and coverage time as compared to both fully connected robotic networks and widely used frontier-based exploration methods. The lack of communication between agents in a multi-robot system is often regarded as a limiting factor that can affect and delay cooperative exploration and exploitation of cluttered and uncertain environments."
Multi-Agent Path Planning Under Observation Schedule Constraints,Z. Yang; R. Tron,2020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340747,NO,"The combination of constraints and objectives considered in this paper are not easily handled by popular path planning algorithms (e.g., sampling-based methods), thus we propose a method based on the Alternating Direction Method of Multipliers (ADMM). We build upon a recently proposed solution that utilizes the physical measurement capabilities of the robots to perform introspection, i.e., detect the malicious actions of compromised agents using other members of the group."
"Decentralized, Unlabeled Multi-Agent Navigation in Obstacle-Rich Environments using Graph Neural Networks",X. Ji; H. Li; Z. Pan; X. Gao; C. Tu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636088,NO,"We propose a decentralized, learning-based solution to the challenging problem of unlabeled multi-agent navigation among obstacles, where robots need to simultaneously tackle the problems of goal assignment, local collision avoidance, and navigation. We train our GNN using imitation learning on a small group of robots, where we modify the centralized version of the concurrent goal assignment and planning algorithm (CAPT) as our expert."
MAPFASTER: A Faster and Simpler take on Multi-Agent Path Finding Algorithm Selection,J. -M. Alkazzi; A. Rizk; M. Salomon; A. Makhoul,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981981,YES,"To address these challenges, we develop MAPFASTER, a smaller and more accurate deep learning based architecture aiming to be deployed in fleet management systems to select the fastest MAPF solver in a multi-robot setting. Furthermore, no single optimal algorithm has been shown to have the fastest runtime for all MAPF problem instances, and there are no proven approaches for when to use each algorithm."
SMA-NBO: A Sequential Multi-Agent Planning with Nominal Belief-State Optimization in Target Tracking,T. Li; L. W. Krakow; S. Gopalswamy,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981459,NO,"The simulation results show SMA-NBO 1) maintains tracking performance and reduces the computational cost by replacing the calculation of the expected target trajectory with a single sample trajectory based on maximum a posteriori estimation; 2) generates cooperative fleet decision by sequentially optimizing single-agent policy with efficient usage of other agents' policy of intent; 3) aptly incorporates the multiple weighted trace penalty (MWTP) HECTG, which improves tracking performance with a computationally efficient heuristic. Based on a partially observable Markov decision process (POMDP) formulation comprised of the observable sensor dynamics, unobservable target states, and accompanying observation laws, we present a distributed information-driven solution approach to the multi-agent target tracking problem, namely, sequential multi-agent nominal belief-state optimization (SMA-NBO)."
Hiding Leader’s Identity in Leader-Follower Navigation through Multi-Agent Reinforcement Learning,A. Deka; W. Luo; H. Li; M. Lewis; K. Sycara,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636314,NO,"Since robot motion generated by traditional leader-follower navigation algorithms can reveal the identity of the leader, we propose a defense mechanism of hiding the leader’s identity by ensuring the leader moves in a way that behaviorally camouflages it with the followers, making it difficult for an adversary to identify the leader. However, this also makes the leader a vulnerability -an external adversary who wishes to sabotage the robot team’s mission can simply harm the leader and the whole robot team’s mission would be compromised."
Non-Submodular Maximization via the Greedy Algorithm and the Effects of Limited Information in Multi-Agent Execution,B. Biggs; J. McMahon; P. Baldoni; D. J. Stilwell,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982070,NO,"To demonstrate the value of the bounds provided in this work, we analyze a variant of the benefit of search objective function and show, using real-world data collected by an autonomous underwater vehicle, that theoretical approximation guarantees are achieved despite non-submodularity of the objective function. We provide theoretical bounds on the worst case performance of the greedy algorithm in seeking to maximize a normalized, monotone, but not necessarily submodular ob-jective function under a simple partition matroid constraint."
CGLR: Dense Multi-Agent Navigation Using Voronoi Cells and Congestion Metric-based Replanning,S. H. Arul; D. Manocha,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982110,NO,"In addition, our approach results in a higher success rate in terms of collision-free navigation to the goals, showing improvement in the range of 3-70% over prior decentralized solutions in certain scenarios. In contrast to prior decentralized methods, we propose a novel congestion metric-based replanning that couples local and global planning techniques to efficiently navigate in scenarios with multiple corridors."
Dynamic Pre-Grasp Planning when Tracing a Moving Object Through a Multi-Agent Perspective,M. Bowman; X. Zhang,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636666,NO,"In the second stage, four different goal point movement strategies are presented to impact the finger goal location in their respective search space to demonstrate the ability to facilitate different needs of the task and requirements of the designer. To fill this gap, we explore the feasibility of using a two-stage optimization method to enable dynamic pre-grasp planning of individual fingers while tracking a moving object to ensure a later successful grasp."
Multi-Objective Task Allocation for Multi-Agent Systems using Hierarchical Cost Function,N. D. Tehrani; A. Krzywosz; I. Cherepinsky; S. Carlson,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981071,NO,"We consider a variety of constraints including agent capabilities to perform tasks, priorities set by a human supervisor, as well as temporal constraints such as arrival time or coalition formation. We demonstrate the effectiveness of this algorithm in a battlefield scenario where sub-teams of aerial vehicles are assigned to perform area reconnaissance, target strikes, and intelligence gathering."
